ARO Accession	CVTERM ID	Model Sequence ID	Model ID	Model Name	ARO Name	Protein Accession	DNA Accession
ARO:3001912	38312	1169	131	CTX-M-50	CTX-M-50	AAV97955.1	AY847146
ARO:3001913	38313	1256	1901	CTX-M-51	CTX-M-51	ABA62022.1	DQ211987
ARO:3001914	38314	1335	1331	CTX-M-52	CTX-M-52	ABB17185.1	DQ223685
ARO:3001915	38315	1412	1632	CTX-M-53	CTX-M-53	ABB72225.1	DQ268764
ARO:3001916	38316	1478	1021	CTX-M-54	CTX-M-54	ABC18328.3	DQ303459
ARO:3001917	38317	1552	762	CTX-M-55	CTX-M-55	ABI34705.1	DQ885477
ARO:3001918	38318	1629	197	CTX-M-56	CTX-M-56	ABN48311.1	EF374097
ARO:3001919	38319	1705	195	CTX-M-58	CTX-M-58	ABM97538.1	EF210159
ARO:3001920	38320	1781	1837	CTX-M-59	CTX-M-59	ABD73290.1	DQ408762
ARO:3001869	38269	1863	1229	CTX-M-6	CTX-M-6	CAA06311.1	AJ005044
ARO:3001921	38321	1966	1377	CTX-M-60	CTX-M-60	CAL80726.1	AM411407
ARO:3001922	38322	2044	976	CTX-M-61	CTX-M-61	ABN09669.1	EF219142
ARO:3001923	38323	787	2032	CTX-M-62	CTX-M-62	ABP04245.1	EF219134
ARO:3001924	38324	868	1563	CTX-M-63	CTX-M-63	BAD90119.1	AB205197
ARO:3001925	38325	949	1127	CTX-M-64	CTX-M-64	BAF63422.1	AB284167
ARO:3001926	38326	1029	668	CTX-M-65	CTX-M-65	ABN69105.1	EF418608
ARO:3001927	38327	1107	1729	CTX-M-66	CTX-M-66	ABQ45409.1	EF576988
ARO:3001928	38328	1187	1272	CTX-M-67	CTX-M-67	ABS90365.1	EF581888
ARO:3001929	38329	1274	819	CTX-M-68	CTX-M-68	ABV81082.1	EU177100
ARO:3001930	38330	1353	503	CTX-M-69	CTX-M-69	ABY91281.1	EU402393
ARO:3001870	38270	1432	1082	CTX-M-7	CTX-M-7	CAA06312.1	AJ005045
ARO:3001932	38332	1513	1631	CTX-M-71	CTX-M-71	ACV92002.1	FJ815436
ARO:3001933	38333	1591	1855	CTX-M-72	CTX-M-72	AAV97957.1	AY847148
ARO:3001935	38335	1668	1400	CTX-M-74	CTX-M-74	ACS32293.1	GQ149243
ARO:3001936	38336	1743	1848	CTX-M-75	CTX-M-75	ACS32294.1	GQ149244
ARO:3001937	38337	1821	466	CTX-M-76	CTX-M-76	CAQ42486.1	AM982520
ARO:3001938	38338	1904	949	CTX-M-77	CTX-M-77	CAQ42480.1	AM982521
ARO:3001939	38339	1982	1459	CTX-M-78	CTX-M-78	CAQ42481.2	AM982522
ARO:3001940	38340	769	1656	CTX-M-79	CTX-M-79	ABO09821.1	EF426798
ARO:3001871	38271	826	729	CTX-M-8	CTX-M-8	AAF04388.1	AF189721
ARO:3001941	38341	909	1297	CTX-M-80	CTX-M-80	ABW86620.2	EU202673
ARO:3001942	38342	1011	713	CTX-M-81	CTX-M-81	ABV57756.3	EU136031
ARO:3001943	38343	1088	512	CTX-M-82	CTX-M-82	ABB59946.1	DQ256091
ARO:3001944	38344	1170	1998	CTX-M-83	CTX-M-83	ACI29345.1	FJ214366
ARO:3001945	38345	1257	1604	CTX-M-84	CTX-M-84	ACI29346.1	FJ214367
ARO:3002495	38895	1336	1304	CTX-M-85	CTX-M-85	ACI29347.1	FJ214368
ARO:3001946	38346	1413	1017	CTX-M-86	CTX-M-86	ACI29348.1	FJ214369
ARO:3001947	38347	1479	800	CTX-M-87	CTX-M-87	ACB41777.1	EU545409
ARO:3001948	38348	1553	225	CTX-M-88	CTX-M-88	ACP18863.1	FJ873739
ARO:3001949	38349	1630	2005	CTX-M-89	CTX-M-89	ACR56321.1	FJ971899
ARO:3001872	38272	1706	510	CTX-M-9	CTX-M-9	AAF05311.2	AF174129
ARO:3001950	38350	1782	1688	CTX-M-90	CTX-M-90	ACQ99521.1	FJ907381
ARO:3001951	38351	1864	1846	CTX-M-91	CTX-M-91	ACX34099.1	GQ870432
ARO:3001952	38352	1967	1391	CTX-M-92	CTX-M-92	ACY74743.1	GU127598
ARO:3001953	38353	2045	905	CTX-M-93	CTX-M-93	ADN26580.1	HQ166709
ARO:3001954	38354	788	459	CTX-M-94	CTX-M-94	ADK11041.1	HM167760
ARO:3001955	38355	869	1627	CTX-M-95	CTX-M-95	CBL80615.1	FN813245
ARO:3001956	38356	950	1250	CTX-M-96	CTX-M-96	CAG28417.1	AJ704396
ARO:3001957	38357	1030	702	CTX-M-98	CTX-M-98	ADO17948.1	HM755448
ARO:3001958	38358	1108	884	CTX-M-99	CTX-M-99	ADL27532.1	HM803271
ARO:3003970	40743	3769	2436	D-Ala-D-Ala ligase	D-Ala-D-Ala ligase	AAN62561.1	AY168442.1
ARO:3002854	39288	3594	1992	dfrA1	dfrA1	CAC19929.1	AJ400733.1
ARO:3003011	39445	686	1497	dfrA10	dfrA10	AHG97174.1	KF976462
ARO:3002858	39292	171	1139	dfrA12	dfrA12	AHW42429.1	KJ363320
ARO:3003012	39446	491	114	dfrA13	dfrA13	CAA90683.1	Z50802
ARO:3002859	39293	206	1592	dfrA14	dfrA14	ACI32877.1	EU780012
ARO:3003013	39447	2102	2051	dfrA15	dfrA15	AHB39758.1	KF534911
ARO:3003014	39448	2103	598	dfrA16	dfrA16	AAK60186.1	AF174129
ARO:3002860	39294	291	1142	dfrA17	dfrA17	ABG91835.1	DQ838665
ARO:3003015	39449	716	875	dfrA19	dfrA19	CAC81324.1	AJ310778
ARO:3003016	39450	342	601	dfrA20	dfrA20	CAE53424.1	AJ605332
ARO:3003017	39451	383	157	dfrA21	dfrA21	CAP69659.1	AM932669
ARO:3003018	39452	419	1356	dfrA22	dfrA22	CAX16467.1	FM957884
ARO:3003019	39453	752	787	dfrA23	dfrA23	CAG34233.2	AJ746361
ARO:3002856	39290	66	263	dfrA24	dfrA24	CAI99385.1	AJ972619
ARO:3003020	39454	49	524	dfrA25	dfrA25	ABB71176.1	DQ267940
ARO:3002857	39291	111	654	dfrA26	dfrA26	CAL48457.1	AM403715
ARO:3002855	39289	4174	2829	dfrA2d	dfrA2d	AAX84553.1	AY973253.1
ARO:3003105	39679	69	511	dfrA3	dfrA3	AAA25550.1	J03306
ARO:3002861	39295	2104	1582	dfrA5	dfrA5	ABB89122.1	DQ278190
ARO:3002862	39296	525	2053	dfrA7	dfrA7	ACS44716.1	FJ854362
ARO:3002863	39297	568	403	dfrA8	dfrA8	AHV80711.1	KJ174469
ARO:3002864	39298	538	714	dfrB1	dfrB1	AAN41433.1	AY139601
ARO:3003021	39455	354	1971	dfrB2	dfrB2	FAA00064.1	BR000038
ARO:3003022	39456	392	1039	dfrB3	dfrB3	ACR57831.1	GQ150744
ARO:3003023	39457	430	710	dfrB6	dfrB6	ADO00942.1	GU060319
ARO:3002865	39299	604	1397	dfrC	dfrC	AAO04716.1	AE015929
ARO:3002866	39300	683	474	dfrD	dfrD	AAA85213.1	U43152
ARO:3002875	39309	4233	1544	dfrE	dfrE	EOD99669.1	AIIS01000002.1
ARO:3002867	39301	677	5	dfrF	dfrF	AAD01868.1	AF028812
ARO:3002868	39302	750	448	dfrG	dfrG	BAE15963.1	AB205645
ARO:3002869	39303	50	1913	dfrK	dfrK	CBL80435.1	FN812951
ARO:3002132	38532	1822	868	DHA-1	DHA-1	CAA76196.1	Y16410
ARO:3002141	38541	2110	1883	DHA-10	DHA-10	AJO16043.1	KP050490
ARO:3002143	38543	1983	846	DHA-12	DHA-12	CDL68900.1	HG798963
ARO:3002144	38544	770	1207	DHA-13	DHA-13	AIT76108.1	KM087855
ARO:3002145	38545	827	1793	DHA-14	DHA-14	AIT76107.1	KM087854
ARO:3002146	38546	910	32	DHA-15	DHA-15	AIT76106.1	KM087853
ARO:3002147	38547	1012	423	DHA-16	DHA-16	AIT76105.1	KM087852
ARO:3002148	38548	1089	829	DHA-17	DHA-17	AIT76103.1	KM087850
ARO:3002149	38549	1171	1472	DHA-18	DHA-18	AIT76094.1	KM087841
ARO:3002150	38550	1258	180	DHA-19	DHA-19	AIT76102.1	KM087849
ARO:3002133	38533	1337	315	DHA-2	DHA-2	AAG36927.1	AF259520
ARO:3002151	38551	1414	1792	DHA-20	DHA-20	AIT76101.1	KM087848
ARO:3002152	38552	1480	1649	DHA-21	DHA-21	AIT76100.1	KM087847
ARO:3002153	38553	1554	1071	DHA-22	DHA-22	AIT76109.1	KM087856
ARO:3002134	38534	1631	2015	DHA-3	DHA-3	AAR87489.1	AY494945
ARO:3002138	38538	1707	1695	DHA-5	DHA-5	AEL22919.1	JF273491
ARO:3002135	38535	1783	1418	DHA-6	DHA-6	ADT91161.1	HQ322612
ARO:3002136	38536	1865	622	DHA-7	DHA-7	ADQ00385.1	HQ456945
ARO:3000848	37228	1968	1718	DIM-1 beta-lactamase	DIM-1	AGC92784.1	KC004136
ARO:3000248	36387	4175	2830	DnaA	DnaA	NP_418157.1	NC_000913.3
ARO:3003761	40408	3626	2268	eatAv	eatAv	AGQ48857.1	KF010779.1
ARO:3000842	37222	2046	1119	EBR-1 beta-lactamase	EBR-1 beta-lactamase	AAN32638.1	AF416700
ARO:3004063	41130	4026	2697	EdeQ	EdeQ	AHH86051.1	KC771276.1
ARO:3003954	40724	3757	2426	efmA	efmA	BAG75524.1	AB467372.1
ARO:3003955	40726	3758	2427	efpA	efpA	NP_217362.1	NC_000962.3
ARO:3003948	40703	3752	2421	efrA	efrA	CDO61513.1	HG970100.1
ARO:3003949	40704	3753	2422	efrB	efrB	CDO61516.1	HG970103.1
ARO:3003551	40153	3290	618	emeA	emeA	BAC11911.1	AB091338
ARO:3000027	36036	411	1757	emrA	emrA	BAA16547.1	AP009048
ARO:3000074	36213	20	1847	emrB	emrB	AAC75733.1	U00096
ARO:3000309	36448	3622	1974	emrD	emrD	EFF04178.1	GG749185.1
ARO:3000206	36345	173	609	emrK	emrK	BAA11236.1	D78168
ARO:3000516	36655	3621	1330	emrR	emrR	NP_417169.1	NC_000913.3
ARO:3000254	36393	65	540	emrY	emrY	BAA11237.1	D78168
ARO:3003374	39958	3573	2092	Enterobacter aerogenes acrR with mutation conferring multidrug antibiotic resistance	Enterobacter aerogenes acrR with mutation conferring multidrug antibiotic resistance	CAC35723.1	AJ306389.1
ARO:3003385	39969	2109	1441	Enterobacter aerogenes omp36 with mutation	Enterobacter aerogenes Omp36	AAK11270.1	AF335467
ARO:3004042	41089	3995	2660	Enterobacter cloacae acrA	Enterobacter cloacae acrA	ABG77965.1	DQ679966
ARO:3004108	41229	283	538	Enterobacter cloacae rob	Enterobacter cloacae rob	AFK13827.1	JQ727667
ARO:3003760	40417	3537	2272	Enterococcus faecalis cls conferring resistance to daptomycin	Enterococcus faecalis cls with mutation conferring resistance to daptomycin	AEA93051.1	CP002621.1
ARO:3003813	40502	3580	2312	Enterococcus faecalis drmA with mutation conferring daptomycin resistance	Enterococcus faecalis drmA with mutation conferring daptomycin resistance	NP_815496	NC_004668
ARO:3003800	40485	3569	2302	Enterococcus faecalis gdpD with mutation conferring daptomycin resistance	Enterococcus faecalis gdpD with mutation conferring daptomycin resistance	NP_815586	NC_004668
ARO:3003805	40490	3572	2305	Enterococcus faecalis gshF with mutation conferring daptomycin resistance	Enterococcus faecalis gshF with mutation conferring daptomycin resistance	WP_002389492	NZ_CP014949
ARO:3003077	39624	751	953	Enterococcus faecalis liaF mutant conferring daptomycin resistance	Enterococcus faecalis liaF mutant conferring daptomycin resistance	AAO82601.1	AE016830
ARO:3003792	40477	3563	2297	Enterococcus faecalis liaR mutant conferring daptomycin resistance	Enterococcus faecalis liaR mutant conferring daptomycin resistance	NP_816529	NC_004668
ARO:3003791	40476	3562	2296	Enterococcus faecalis liaS mutant conferring daptomycin resistance	Enterococcus faecalis liaS mutant conferring daptomycin resistance	AAO82600.1	AE016830
ARO:3003815	40504	3581	2313	Enterococcus faecalis YvlB with mutation conferring daptomycin resistance	Enterococcus faecalis YvlB with mutation conferring daptomycin resistance	NP_815456	NC_004668
ARO:3003797	40482	3568	2301	Enterococcus faecalis YybT with mutation conferring daptomycin resistance	Enterococcus faecalis YybT with mutation conferring daptomycin resistance	WP_002356022	NZ_CP014949
ARO:3003092	39639	3560	1175	Enterococcus faecium cls conferring resistance to daptomycin	Enterococcus faecium cls conferring resistance to daptomycin	ALL09868	CP013009
ARO:3003438	40022	3656	2108	Enterococcus faecium EF-Tu mutants conferring resistance to GE2270A	Enterococcus faecium EF-Tu mutants conferring resistance to GE2270A	YP_006374661.1	NC_017960.1
ARO:3003790	40475	3561	2295	Enterococcus faecium liaF mutant conferring daptomycin resistance	Enterococcus faecium liaF mutant conferring daptomycin resistance	CUX99269.1	LN999844.1
ARO:3003078	39625	40	756	Enterococcus faecium liaR mutant conferring daptomycin resistance	Enterococcus faecium liaR mutant conferring daptomycin resistance	AFK58562.1	CP003583
ARO:3003079	39626	37	1108	Enterococcus faecium liaS mutant conferring daptomycin resistance	Enterococcus faecium liaS mutant conferring daptomycin resistance	AFK58561.1	CP003583
ARO:3000361	36500	183	991	EreA	EreA	AAZ91706.1	DQ157752
ARO:3002826	39260	219	1518	EreA2	EreA2	AAC78336.1	AF099140
ARO:3000363	36502	3349	1921	EreB	EreB	CAA01212.1	A15097
ARO:3001265	37664	184	1224	Erm(30)	Erm(30)	AAC69328.1	AF079138
ARO:3000598	36737	249	1156	Erm(31)	Erm(31)	AAC69327.1	AF079138
ARO:3000599	36738	511	1751	Erm(33)	Erm(33)	NP_899170.1	NC_005076
ARO:3000600	36739	162	11	Erm(34)	Erm(34)	AAP74657.1	AY234334
ARO:3000604	36743	4237	1434	Erm(35)	Erm(35)	AAK07612.2	AF319779.2
ARO:3000605	36744	197	888	Erm(36)	Erm(36)	AAL68827.1	AF462611
ARO:3000392	36531	582	468	Erm(37)	Erm(37)	CCP44758.1	AL123456
ARO:3000601	36740	4238	1097	Erm(38)	Erm(38)	AAN86837.2	AY154657.2
ARO:3000602	36741	274	1701	Erm(39)	Erm(39)	AAR92235.1	AY487229
ARO:3000603	36742	357	2013	Erm(41)	Erm(41)	ABW06859.1	EU177504
ARO:3003106	39680	11	697	Erm(42)	Erm(42)	CBY77552.1	FR734406
ARO:3003205	39789	3291	1546	Erm(43)	Erm(43)	CCF55073.1	HE650138
ARO:3003971	40752	3778	2445	erm(44)	Erm(44)	CUU67654.1	LN623525.1
ARO:3003908	40614	3705	2387	Erm(47)	Erm(47)	ANZ79476.1	KU612222.1
ARO:3000347	36486	554	985	ErmA	ErmA	YP_001315192.1	NC_009632
ARO:3000375	36514	323	1549	ErmB	ErmB	AAF86219.1	AF242872
ARO:3000250	36389	501	881	ErmC	ErmC	AAA98296.1	M12730
ARO:3000495	36634	240	1117	ErmD	ErmD	AAA22597.1	L08389
ARO:3000326	36465	384	109	ErmE	ErmE	CAB60001.1	X51891
ARO:3000498	36637	593	621	ErmF	ErmF	AAA88675.1	M17124
ARO:3000522	36661	590	989	ErmG	ErmG	AAC37034.1	L42817
ARO:3002823	39257	63	1193	ErmH	ErmH	AAC32026.1	M16503
ARO:3000592	36731	4244	260	ErmN	ErmN	CAA66307.2	X97721.2
ARO:3001303	37702	549	1045	ErmO	ErmO	CAA11706.1	AJ223970
ARO:3000593	36732	678	303	ErmQ	ErmQ	AAC36915.1	L22689
ARO:3000594	36733	3582	1612	ErmR	ErmR	ALX06067.1	CP011502.1
ARO:3001304	37703	290	727	ErmS	ErmS	AAA26742.1	M19269
ARO:3000595	36734	367	1275	ErmT	ErmT	AAA98096.1	M64090
ARO:3001305	37704	455	356	ErmU	ErmU	CAA44667.1	X62867
ARO:3002824	39258	420	1188	ErmV	ErmV	AAB51440.1	U59450
ARO:3001306	37705	493	1714	ErmW	ErmW	BAA03402.1	D14532
ARO:3000596	36735	713	950	ErmX	ErmX	AAG03357.1	AF024666
ARO:3002825	39259	630	1797	ErmY	ErmY	BAB20748.1	AB014481
ARO:3004043	41090	3996	2661	Escherichia coli acrA	Escherichia coli acrA	NP_414996.1	NC_000913.3
ARO:3003807	40492	3575	2306	Escherichia coli acrR with mutation conferring multidrug antibiotic resistance	Escherichia coli acrR with mutation conferring multidrug antibiotic resistance	NP_414997.1	NC_000913.3
ARO:3004290	41454	4195	2843	Escherichia coli ampC	Escherichia coli ampC beta-lactamase	NP_418574.1	NC_000913.3
ARO:3004055	41120	4081	2764	Escherichia coli CpxR	Escherichia coli CpxR	ANK04473.1	CP015085.1
ARO:3003900	40602	3676	2378	Escherichia coli CyaA with mutation conferring resistance to fosfomycin	Escherichia coli CyaA with mutation conferring resistance to fosfomycin	CDJ73082	HG738867
ARO:3003900	40602	3677	2379	Escherichia coli CyaA with mutation conferring resistance to fosfomycin	Escherichia coli CyaA with mutation conferring resistance to fosfomycin	CDJ73082	HG738867
ARO:3003370	39954	3532	2147	Escherichia coli EF-Tu mutants conferring resistance to Enacyloxin IIa	Escherichia coli EF-Tu mutants conferring resistance to Enacyloxin IIa	NP_417798.1	NC_000913.3
ARO:3003368	39952	3531	2137	Escherichia coli EF-Tu mutants conferring resistance to kirromycin	Escherichia coli EF-Tu mutants conferring resistance to kirromycin	AAA50993.1	AH002539.2
ARO:3003369	39953	3356	2158	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	AAN82549.1	AE014075
ARO:3004039	41083	3990	2656	Escherichia coli emrE	Escherichia coli emrE	CAA77936.1	Z11877.1
ARO:3004049	41114	4014	2681	antibiotic resistant fabG	Escherichia coli fabG mutations conferring resistance to triclosan	NP_415611.1	NC_000913.3
ARO:3004045	41097	4000	2666	antibiotic resistant fabI	Escherichia coli fabI mutations conferring resistance to isoniazid and triclosan	NP_415804.1	NC_000913.3
ARO:3003386	39970	2056	29	Escherichia coli folP with mutation conferring resistance to sulfonamides	Escherichia coli folP with mutation conferring resistance to sulfonamides	YP_491362.1	NC_007779
ARO:3003889	40588	3666	2372	Escherichia coli GlpT with mutation conferring resistance to fosfomycin	Escherichia coli GlpT with mutation conferring resistance to fosfomycin	CDJ72593	HG738867
ARO:3003294	39878	2052	1545	Escherichia coli gyrA conferring resistance to fluoroquinolones	Escherichia coli gyrA conferring resistance to fluoroquinolones	AAC75291.1	U00096
ARO:3004335	41503	4208	2851	Escherichia coli gyrA with mutation conferring resistance to triclosan	Escherichia coli gyrA with mutation conferring resistance to triclosan	AAC75291.1	U00096.3
ARO:3003303	39887	2063	111	Escherichia coli gyrB conferring resistance to aminocoumarin	Escherichia coli gyrB conferring resistance to aminocoumarin	BAE77595.1	AP009048
ARO:3004126	41252	4102	2788	Escherichia coli LamB	Escherichia coli LamB	BAB38442	BA000007
ARO:3003378	39962	2097	431	Escherichia coli marR mutant conferring antibiotic resistance	Escherichia coli marR mutant conferring antibiotic resistance	AAC74603.2	U00096
ARO:3001328	37727	561	37	Escherichia coli mdfA	Escherichia coli mdfA	AFH35853.1	JQ394987
ARO:3004127	41253	4103	2789	Escherichia coli MipA	Escherichia coli mipA	NP_310518	NC_002695
ARO:3003775	40451	3548	2284	Escherichia coli murA with mutation conferring resistance to fosfomycin	Escherichia coli murA with mutation conferring resistance to fosfomycin	AIL15701	CP009072
ARO:3003751	40407	3520	2267	Escherichia coli nfsA mutations conferring resistance to nitrofurantoin	Escherichia coli nfsA mutations conferring resistance to nitrofurantoin	NP_415372.1	NC_000913.3
ARO:3003756	40413	3522	2269	Escherichia coli nfsB mutations conferring resistance to nitrofurantoin	Escherichia coli nfsB with mutation conferring resistance to nitrofurantoin	NP_415110.1	NC_000913.3
ARO:3003390	39974	4201	3	Pseudomonas aeruginosa ompF with mutation	Escherichia coli ompF with mutation conferring resistance to beta-lactam antibiotics	NP_415449.1	NC_000913.3
ARO:3003308	39892	2093	1450	Escherichia coli parC conferring resistance to fluoroquinolone	Escherichia coli parC conferring resistance to fluoroquinolone	AAC76055.1	U00096
ARO:3003316	39900	2073	1055	Escherichia coli parE conferring resistance to fluoroquinolones	Escherichia coli parE conferring resistance to fluoroquinolones	YP_491222.1	NC_007779
ARO:3003899	40601	3675	2377	Escherichia coli PtsI with mutation conferring resistance to fosfomycin	Escherichia coli PtsI with mutation conferring resistance to fosfomycin	CDJ72759	HG738867
ARO:3004109	41230	4088	2776	Escherichia coli rob	Escherichia coli rob	NP_418813.1	NC_000913.3
ARO:3003288	39872	2096	627	Escherichia coli rpoB mutants conferring resistance to rifampicin	Escherichia coli rpoB mutants conferring resistance to rifampicin	NP_312937.1	NC_002695
ARO:3003381	39965	2074	1005	Escherichia coli soxR with mutation conferring antibiotic resistance	Escherichia coli soxR with mutation conferring antibiotic resistance	AAC77033.1	U00096
ARO:3003511	40113	3528	2066	Escherichia coli soxS with mutation conferring antibiotic resistance	Escherichia coli soxS with mutation conferring antibiotic resistance	NP_418486.1	NC_000913
ARO:3003893	40595	3668	2374	Escherichia coli UhpA with mutation conferring resistance to fosfomycin	Escherichia coli UhpA with mutation conferring resistance to fosfomycin	CDJ73205	HG738867
ARO:3003893	40595	3671	2376	Escherichia coli UhpA with mutation conferring resistance to fosfomycin	Escherichia coli UhpA with mutation conferring resistance to fosfomycin	CDJ73205	HG738867
ARO:3003890	40592	3667	2373	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	CDJ73208	HG738867
ARO:3003717	40371	3432	2232	ESP-1	ESP-1	AJP77085	KP109681
ARO:3000832	37212	208	1015	evgA	evgA	NP_311275.1	NC_002695
ARO:3000833	37213	178	1318	evgS	evgS	AAC75429.1	U00096
ARO:3003564	40172	3292	1480	EXO beta-lactamase	EXO-1	AAA26775.1	M28303
ARO:3001313	37712	687	1469	facT	facT	AFK80333.1	JQ768046
ARO:3003961	40732	3759	2428	farA	farA	NP_273367.1	NC_003112.2
ARO:3003962	40733	3760	2429	farB	farB	NP_273368.1	NC_003112.2
ARO:3002704	39138	490	907	fexA	fexA	CAD70268.1	AJ549214
ARO:3000606	36745	789	322	FEZ-1 beta-lactamase	FEZ-1	CAB96921.1	Y17896
ARO:3002705	39139	101	522	floR	floR	AAG16656.1	AF231986
ARO:3000423	36562	614	206	FomA	FomA	BAA32493.1	AB016934
ARO:3000449	36588	653	1850	FomB	FomB	BAA32494.1	AB016934
ARO:3000149	36288	3366	1222	fosA	FosA	NP_249820.1	NC002516
ARO:3002804	39238	341	35	FosA2	FosA2	ACC85616.1	EU487198
ARO:3002872	39306	540	834	FosA3	FosA3	AEG78825.1	JF411006
ARO:3003210	39794	1439	1979	FosA4	FosA4	BAP18892.1	AB908992
ARO:3003209	39793	3293	112	FosA5	FosA5	AJE60855.1	KP143090
ARO:3004111	41232	4095	2779	FosA6	FosA6	WP_069174570.1	NG_051497.1
ARO:3004113	41234	4093	2780	FosA7	FosA7	KKE03230.1	LAPJ01000014.1
ARO:3000172	36311	3613	1567	FosB	FosB	NP_831795.1	NC_004722.1
ARO:3002873	39307	418	1460	FosB3	FosB3	ADX95999.1	HQ219726
ARO:3000380	36519	481	1215	FosC	FosC	CAA83855.1	Z33413
ARO:3002874	39308	580	2060	FosC2	FosC2	BAJ10053.1	AB522969
ARO:3003207	39791	3294	1703	FosK	FosK	BAO79518.1	AB917040
ARO:3000198	36337	3611	129	FosX	FosX	CWV56762.1	FFFO01000009.1
ARO:3002155	38555	870	509	FOX-1	FOX-1	CAA54602.1	X77455
ARO:3002162	38562	951	422	FOX-10	FOX-10	AGE45503.1	JX049131
ARO:3002156	38556	1031	764	FOX-2	FOX-2	CAA71325.1	Y10282
ARO:3002157	38557	1109	81	FOX-3	FOX-3	CAA71947.1	Y11068
ARO:3002158	38558	1189	1726	FOX-4	FOX-4	CAB89086.1	AJ277535
ARO:3002159	38559	1276	1249	FOX-5	FOX-5	AAG12974.1	AY007369
ARO:3002160	38560	1355	582	FOX-7	FOX-7	CAG28256.1	AJ703795
ARO:3002161	38561	1434	1123	FOX-8	FOX-8	ADK73994.1	HM565917
ARO:3002163	38563	1515	990	FOX-9	FOX-9	AEK78851.1	JF896803
ARO:3003552	40155	3451	24	fusB	fusB	AAL12234.1	AY047358
ARO:3003733	40388	3507	2250	fusC	fusC	WP_001033157	NC_002953
ARO:3003731	40386	3506	2248	fusD	fusD	WP_011303797	NZ_CP014057
ARO:3003026	39460	201	75	fusH	fusH	CAA90432.1	Z50108
ARO:3003838	40529	3599	2324	gadW	gadW	ANK04027.1	CP015085.1
ARO:3000508	36647	615	91	gadX	gadX	YP_491919.1	NC_007779
ARO:3002330	38730	1593	941	GES-1	GES-1	AAF27723.1	AF156486
ARO:3002339	38739	1670	929	GES-10	GES-10	ACS73598.1	FJ820124
ARO:3002340	38740	1745	725	GES-11	GES-11	ACS44714.1	FJ854362
ARO:3002341	38741	1823	207	GES-12	GES-12	CBG22732.1	FN554543
ARO:3002342	38742	1905	761	GES-13	GES-13	ACZ54536.1	GU169702
ARO:3002343	38743	1984	181	GES-14	GES-14	ADC91899.1	GU207844
ARO:3002344	38744	771	1431	GES-15	GES-15	ACZ98826.1	GU208678
ARO:3002345	38745	835	1277	GES-16	GES-16	ADJ94120.1	HM173356
ARO:3002346	38746	911	327	GES-17	GES-17	ADZ48685.1	HQ874631
ARO:3002347	38747	1013	1676	GES-18	GES-18	AEX59144.1	JQ028729
ARO:3002348	38748	1090	1463	GES-19	GES-19	AEZ05107.1	JN596280
ARO:3002331	38731	1172	1537	GES-2	GES-2	AAK58421.1	AF326355
ARO:3002349	38749	1259	983	GES-20	GES-20	AEZ05108.1	JN596280
ARO:3002350	38750	1338	65	GES-21	GES-21	AFK80745.1	JQ772478
ARO:3002351	38751	1415	545	GES-22	GES-22	AFU25739.1	JX023441
ARO:3002352	38752	1481	1253	GES-23	GES-23	AGT20529.1	KF179354
ARO:3002353	38753	1555	1736	GES-24	GES-24	BAP75641.1	AB901141
ARO:3003181	39758	2105	1818	GES-26	GES-26	AJP67510.1	KP096411
ARO:3002332	38732	1708	223	GES-3	GES-3	BAD06399.1	AB113580
ARO:3002333	38733	1784	648	GES-4	GES-4	BAD08689.1	AB116260
ARO:3002334	38734	1866	1353	GES-5	GES-5	AAR97270.1	AY494717
ARO:3002335	38735	1969	1828	GES-6	GES-6	AAR97271.1	AY494718
ARO:3002336	38736	2047	483	GES-7	GES-7	AAP22974.1	AY260546
ARO:3002337	38737	790	932	GES-8	GES-8	AAK18183.1	AF329699
ARO:3002338	38738	871	480	GES-9	GES-9	AAY43207.1	AY920928
ARO:3000845	37225	952	84	GIM-1	GIM-1	CAF05908.1	AJ620678
ARO:3003194	39771	2106	1623	GIM-2	GIM-2	AIY26289.1	KM659858
ARO:3000463	36602	626	1994	gimA	gimA	CAA11707.1	AJ223970
ARO:3000850	37230	1110	815	GOB-1 beta-lactamase	GOB-1	AAF04458.1	AF090141
ARO:3004213	41377	4190	2839	GOB-18	GOB-18	AAY53478.1	DQ004496.1
ARO:3000504	36643	627	44	golS	golS	NP_459349.1	NC_003197
ARO:3004446	41639	4273	2886	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	NP_439290	NC_000907.1
ARO:3003924	40633	3727	2401	Haemophilus parainfluenzae gyrA conferring resistance to fluoroquinolones	Haemophilus parainfluenzae gyrA conferring resistance to fluoroquinolones	WP_014065640.1	NC_015964.1
ARO:3003925	40634	3728	2402	Haemophilus parainfluenzae parC conferring resistance to fluoroquinolones	Haemophilus parainfluenzae parC conferring resistance to fluoroquinolones	WP_041918279.1	NC_015964.1
ARO:3004448	41642	4274	2888	HERA-1	HERA-1	AAL26797.1	AF311385.1
ARO:3004092	41198	4072	2753	HMB-1 beta-lactamase	HMB-1	AMY61250.1	KU961660
